Song, Low, Mid, High, Total, RMS
Electro Swing _ DJ Farrapo feat. Cico - I Want You Babe (11 Acorn Lane Remix) (152kbit_Opus).mp3,3.038,2.865,2.877,8.780000000000001,-12.78
Electro Swing _ Electric Swing Circus - Bella Belle (Jamie Berry Remix) (152kbit_Opus).mp3,3.104,2.473,2.416,7.993,-15.85
Electro Swing _ Electric Swing Circus - Empires (Father Funk Remix) (152kbit_Opus).mp3,2.672,2.38,2.361,7.413,-16.3
Electro Swing _ Electric Swing Circus - Mr. Magpie (Jamie Berry Remix) (128kbit_AAC).mp3,4.546,3.063,3.171,10.78,-13.75
Electro Swing _ Elle & The Pocket Belles - Swingin’ Together (Mista Trick Remix) (128kbit_AAC).mp3,3.112,2.283,2.342,7.737,-13.48
Electro Swing _ Elle and The Pocket Belles - Summer Time (Mista Trick Remix) (128kbit_AAC).mp3,2.493,2.166,2.093,6.752,-14.2
Electro Swing _ Emma Clair & Andy McBain - Bootleg Beat (128kbit_AAC).mp3,5.414,3.013,3.226,11.652999999999999,-13.94
Electro Swing _ Extra Medium - Size Up (Feat. Mr Switch & Cab Canavaral) (WBBL Remix) (152kbit_Opus).mp3,3.059,2.685,2.677,8.421,-14.64
Electro Swing _ Fab Samperi - The Big Swing (feat. Lil Hardin Armstrong) (152kbit_Opus).mp3,2.832,2.911,2.81,8.553,-14.89
Electro Swing _ Frizzo - Betty Swing (128kbit_AAC).mp3,1.951,2.048,1.831,5.83,-13.67
Electro Swing _ Gabriel Kitzman feat. Klezmer Reloaded - Shall We Dance (152kbit_Opus).mp3,4.132,4.09,4.316,12.538,-13.32
Electro Swing _ Gani Tamir - Night and Day (128kbit_AAC).mp3,3.646,3.995,3.78,11.421,-13.62
Electro Swing _ Ginkgoa - Don´t Give a Damn (Varrick Frost Remix) (152kbit_Opus).mp3,3.158,1.636,1.641,6.435,-16.4
Electro Swing _ Glenn Gatsby - Twenties Dress (Radio Edit) (128kbit_AAC).mp3,3.195,1.711,1.57,6.476,-14.91
Electro Swing _ Good Co - Home [Funky Way Release] (152kbit_Opus).mp3,3.822,2.528,2.815,9.165,-13.73
Electro Swing _ Grant Lazlo - Alibi Afternoon (152kbit_Opus).mp3,3.368,2.158,2.239,7.765,-14.96
Electro Swing _ Grant Lazlo - Jericho (152kbit_Opus).mp3,2.109,2.082,2.106,6.297,-16.23
Electro Swing _ HMLYN - DOWNTOWN [Funky Way Release] (152kbit_Opus).mp3,3.062,3.182,3.167,9.411,-14.36
Electro Swing _ Intended Immigration - We've Got What You Want (Radio Edit) (152kbit_Opus).mp3,3.739,2.958,3.163,9.86,-13.56
Electro Swing _ Jamie Berry - Grandiose (Original Mix) (152kbit_Opus).mp3,4.302,3.13,3.373,10.805,-12.32
Electro Swing _ Jamie Berry - Heart (152kbit_Opus).mp3,5.87,3.49,3.447,12.806999999999999,-11.75
Electro Swing _ Jamie Berry - It Ain’t Right (128kbit_AAC).mp3,1.313,1.502,1.445,4.26,-14.49
Electro Swing _ Jamie Berry - Old Records (128kbit_AAC).mp3,6.052,4.332,4.571,14.955,-11.83
Electro Swing _ Jamie Berry - Peeping Tom Feat. Rosie Harte (128kbit_AAC).mp3,3.798,3.488,3.262,10.548,-12.78
Electro Swing _ Jamie Berry - Sweet Rascal (128kbit_AAC).mp3,4.005,3.028,3.218,10.251,-12.74
Electro Swing _ Jamie Berry - The Stampede (128kbit_AAC).mp3,3.851,2.632,2.638,9.121,-14.33
Electro Swing _ Jamie Berry - Twitch Ft. Rosie Rascal (Original Mix) (152kbit_Opus).mp3,4.481,3.821,3.823,12.125,-12.14
Electro Swing _ Jamie Berry - Walk With Me (Feat. Sophie Cinnamond) (128kbit_AAC).mp3,1.567,1.006,0.88,3.453,-15.59
Electro Swing _ Jamie Berry Feat. Georgia Thursting - Bolder (128kbit_AAC).mp3,2.021,1.686,1.675,5.382,-13.88
Electro Swing _ Jamie Berry feat. Octavia Rose - Light Up the Night (152kbit_Opus).mp3,3.074,2.259,1.944,7.277,-14.91
Electro Swing _ Jamie Berry Feat. Octavia Rose - Lost In the Rhythm (128kbit_AAC).mp3,2.59,1.909,2.068,6.567,-15.44
Electro Swing _ Jamie Berry feat. Octavia Rose - Lost In The Rhythm (PiSk Remix) (128kbit_AAC).mp3,2.384,1.871,1.547,5.802,-17.04
Electro Swing _ Jamie Berry Ft. Cherie Gears - Make Your Move [Funky Way Release] (128kbit_AAC).mp3,3.781,2.766,2.981,9.528,-12.78
Electro Swing _ Jamie Berry ft. Octavia Rose - Delight (152kbit_Opus).mp3,3.402,2.701,2.953,9.056,-12.39
Electro Swing _ Jazzotron - I Can Swing (Grant Lazlo remix) (128kbit_AAC).mp3,2.914,2.687,2.816,8.417,-15.52
Electro Swing _ Jazzotron Vs Jamie Berry - Kiss Me (152kbit_Opus).mp3,4.434,3.333,3.207,10.974,-13.08
Electro Swing _ Jenova Collective & ClayFace -Trouble (128kbit_AAC).mp3,3.336,4.15,4.074,11.56,-14.16
Electro Swing _ Jenova Collective - Down South (128kbit_AAC).mp3,4.748,4.397,4.312,13.457,-13.06
Electro Swing _ Klischée - Mais Non (1920 Version) (128kbit_AAC).mp3,2.808,2.074,1.959,6.840999999999999,-15.61
Electro Swing _ Lamuzgueule - Rodéo feat. Jenova Collective (152kbit_Opus).mp3,4.829,4.028,3.5,12.357,-12.94
Electro Swing _ LVDS - 1925 (152kbit_Opus).mp3,3.442,2.036,1.967,7.445,-14.1
Electro Swing _ Lyre Le Temps - Looking Like This (128kbit_AAC).mp3,3.198,3.539,3.74,10.477,-12.94
Electro Swing _ Madam Misfit – Everybody Wants To Be A Cat ft. Odd Chap (128kbit_AAC).mp3,2.726,3.803,3.872,10.401,-13.08
Electro Swing _ Mr. Jazzek feat. Lil Hardin Amstrong - Oriental Swing (128kbit_AAC).mp3,2.314,1.728,1.306,5.348,-15.54
Electro Swing _ Odd Chap - Higher Love [Funky Way Release] (128kbit_AAC).mp3,4.714,2.698,2.54,9.952000000000002,-14.15
Electro Swing _ Odd Chap - Spring Time Strolling (152kbit_Opus).mp3,2.72,1.725,1.77,6.215,-16.56
Electro Swing _ Offbeat - 90s Kid (Free Download) (128kbit_AAC).mp3,2.309,1.739,1.845,5.893,-16.94
Electro Swing _ Offbeat - Just Clicked (128kbit_AAC).mp3,2.525,3.223,3.451,9.199,-14.8
Electro Swing _ Offbeat - Loved Up [Funky Way Release] (128kbit_AAC).mp3,4.957,6.256,6.297,17.51,-13.6
Electro Swing _ Offbeat - Prohibition! [Music Video] (152kbit_Opus).mp3,3.477,3.816,4.085,11.378,-12.15
Electro Swing _ Offbeat - Swinger’s Party (128kbit_AAC).mp3,19.931,12.879,12.081,44.891000000000005,-7.39
Electro Swing _ Peggy Suave - Imma Telling You (128kbit_AAC).mp3,3.142,2.482,2.364,7.988,-13.54
Electro Swing _ Peggy Suave – Almond Street Boogie (128kbit_AAC).mp3,1.746,1.784,1.856,5.386,-16.03
Electro Swing _ Phos Toni - Make Me Dizzy (Radio Edit) (128kbit_AAC).mp3,5.792,2.884,2.908,11.584,-11.9
Electro Swing _ Phos Toni - Not Happy (Radio Edit) (128kbit_AAC).mp3,3.725,2.692,3.071,9.488,-12.69
Electro Swing _ Phos Toni feat. Scarlett Quinn - Love Is A Star (152kbit_Opus).mp3,3.089,2.816,3.001,8.905999999999999,-11.87
Electro Swing _ Postmodern Jukebox - Careless Whisper (Varrick Frost Remix) (152kbit_Opus).mp3,3.673,2.183,2.296,8.152,-13.15
Electro Swing _ SirensCeol - The Devil's Swing (128kbit_AAC).mp3,4.318,3.159,2.75,10.227,-13.66
Electro Swing _ Skeewiff, T.D, H.L, K.O & T.D.O.D - Maple Leaf Rag (Skeewiffs  Mix) (128kbit_AAC).mp3,1.637,1.093,1.153,3.883,-17.92
Electro Swing _ Smokey Joe & The Kid - Schön (128kbit_AAC).mp3,4.542,4.394,4.393,13.329,-12.9
Electro Swing _ SPEKRFREKS - Yessir (128kbit_AAC).mp3,4.988,4.566,4.692,14.246,-13.09
Electro Swing _ Stereo Swing - Mr. & Mrs. Swing Feat. Gabi Szűcs (128kbit_AAC).mp3,2.43,1.982,2.672,7.084,-14.65
Electro Swing _ Tape Five Feat. Henrik Wagner - Dixie Biscuits (Jamie Berry Remix) (152kbit_Opus).mp3,5.684,4.869,4.625,15.178,-10.73
Electro Swing _ The Globers - Colored Countries [Funky Way Release] (128kbit_AAC).mp3,6.163,6.262,6.402,18.827,-12.31
Electro Swing _ The Globers - South [Funky Way Release] (128kbit_AAC).mp3,5.856,4.129,4.036,14.020999999999999,-13.43
Electro Swing _ The Noisy Freaks - Freaks Orchestra (152kbit_Opus).mp3,3.005,2.709,2.765,8.479000000000001,-14.74
Electro Swing _ The Vaude Villainz - Savage (152kbit_Opus).mp3,4.226,4.134,4.184,12.544,-13.64
Electro Swing _ Tia Brazda - Shine (Wolfgang Lohr Remix) (152kbit_Opus).mp3,3.584,2.509,2.825,8.918,-13.78
Electro Swing _ Tiny Parham - Snake Eyes (Schinowatz Remix) (152kbit_Opus).mp3,3.2,2.98,2.662,8.841999999999999,-14.13
Electro Swing _ Varrick Frost - Clockwork (152kbit_Opus).mp3,4.069,2.766,2.853,9.688,-13.63
Electro Swing _ Varrick Frost - Tanzen Tanzen (Radio Edit) (128kbit_AAC).mp3,2.181,2.606,2.859,7.646,-13.43
Electro Swing _ Vincent Lee - Swinging Skillz (128kbit_AAC).mp3,4.651,2.843,2.803,10.297,-13.86
Electro Swing _ Wolfgang Lohr & Alice Francis - Still Can Kiss My Ass (128kbit_AAC).mp3,2.913,2.719,2.78,8.411999999999999,-13.42
Electro Swing _ Wolfgang Lohr & Balduin feat. Zouzoulectric - Imperfection (Radio Edit) (128kbit_AAC).mp3,4.671,4.116,3.992,12.779,-13.18
Electro Swing _ Wolfgang Lohr & DJ Mibor feat. Offbeat - Very Nice People (Extended Mix) (128kbit_AAC).mp3,4.871,3.147,3.179,11.197000000000001,-13.4
Electro Swing _ Wolfgang Lohr & Incontrol - Charleston (Radio Edit) (128kbit_AAC).mp3,4.88,3.583,3.447,11.91,-12.18
Electro Swing _ Wolfgang Lohr & Maskarade - Hit The Road Jack (128kbit_AAC).mp3,4.582,3.509,3.36,11.450999999999999,-14.06
Electro Swing _ Wolfgang Lohr & Offbeat - Swing In Spring (128kbit_AAC).mp3,4.067,2.426,2.497,8.99,-15.52
Electro Swing _ Wolfgang Lohr & Phos Toni - My 20s Woman (128kbit_AAC).mp3,3.737,2.24,2.146,8.123000000000001,-14.18
ElectroFUNK _ Azulureus - North Sound Beach (Lee Ayres Remix) (128kbit_AAC).mp3,1.703,2.07,2.316,6.0889999999999995,-15.71
ElectroFUNK _ Joshua Milo - Moonrise (152kbit_Opus).mp3,1.95,2.181,2.285,6.416,-13.22
ElectroFUNK _ Manganas Garden - Glowing Vibrations (Stereocool Remix) (152kbit_Opus).mp3,1.409,2.008,2.382,5.7989999999999995,-15.44
ElectroFUNK _ Moe Shop - Highlight (152kbit_Opus).mp3,3.987,1.489,1.791,7.2669999999999995,-15.49
ElectroHOUSE _ Alex Chief - Freaky Chamber (152kbit_Opus).mp3,7.25,7.26,7.405,21.915,-11.64
ElectroHOUSE _ Archie - Main Street (Original Mix) (128kbit_AAC).mp3,2.235,2.238,2.353,6.8260000000000005,-15.28
ElectroHOUSE _ Beatwalker - Is This Sarcasm (152kbit_Opus).mp3,4.076,3.157,3.411,10.644,-12.09
ElectroHOUSE _ Beatwalker - Seven little Preludes _Free (152kbit_Opus).mp3,6.035,5.781,6.007,17.823,-11.25
ElectroHOUSE _ DivKid - Pucker Up (Caudill & Turnipseed Remix) (152kbit_Opus).mp3,1.134,1.277,1.328,3.739,-13.5
ElectroHOUSE _ Elephante - Age of Innocence (Jenaux Remix) (128kbit_AAC).mp3,5.436,6.222,6.371,18.029000000000003,-11.64
ElectroHouse _ Favright - Second (152kbit_Opus).mp3,3.222,2.424,2.605,8.251,-13.45
ElectroHouse _ Frisber - Deep in Your Soul (Fusk Asker Remix) (152kbit_Opus).mp3,1.139,0.507,0.536,2.182,-18.42
ElectroHOUSE _ Fusq - Perfume! (152kbit_Opus).mp3,2.526,1.405,1.543,5.474,-16.23
ElectroHOUSE _ Insan3Lik3 - Bad Pitched (152kbit_Opus).mp3,4.127,3.957,4.04,12.123999999999999,-10.54
ElectroHOUSE _ Keyboard Kid & Baq5 - Wrapped Up (feat. Q Aila) (152kbit_Opus).mp3,3.385,2.978,2.928,9.291,-14.0
ElectroHOUSE _ Revolte & Paul Hadame - Start Again (Ft. Doran Woods) (128kbit_AAC).mp3,4.664,4.047,4.146,12.857,-13.34
ElectroHOUSE _ Rhodz - Night Landscapes (152kbit_Opus).mp3,2.635,2.911,3.294,8.84,-14.51
ElectroHOUSE _ Ryzu & Unison - Midway (128kbit_AAC).mp3,2.735,2.214,2.382,7.3309999999999995,-13.79
ElectroHOUSE _ Sian Area & Fusq Feat. Chuck New - Lazy Time (152kbit_Opus).mp3,5.566,4.479,4.458,14.503,-12.18
ElectroHOUSE _ Sian Area - Liberate (152kbit_Opus).mp3,6.717,4.833,4.877,16.427,-12.02
ElectroHOUSE _ The MAZ - Cyber Odyssey [Funky Way Release] (152kbit_Opus).mp3,5.965,4.54,4.57,15.075,-11.2
ElectroHOUSE _ Veschell ft. Shem Johnson - Waste Of Time (Fusq Remix) (152kbit_Opus).mp3,1.651,1.158,1.158,3.967,-15.99
ElectroHOUSE _ Yuhei Kubo Ft. These Electric Lives - Tell Me (Radio Edit) (128kbit_AAC).mp3,2.867,2.917,3.193,8.977,-11.8
Electronic - Pop _ Justrock feat. Cheevy - Airplane (Sohight Remix) (128kbit_AAC).mp3,4.697,5.127,5.239,15.062999999999999,-12.6
Electronic _ 7 Minutes Dead - Free (152kbit_Opus).mp3,1.777,2.15,2.228,6.154999999999999,-13.84
Electronic _ AdhesiveWombat - Downforce (152kbit_Opus).mp3,2.113,1.662,2.417,6.192,-13.5
Electronic _ Audience & Adrenaline - Purple Eyes (152kbit_Opus).mp3,0.468,0.253,0.243,0.9640000000000001,-23.39
Electronic _ Autoflash - Uprising (152kbit_Opus).mp3,3.1,2.468,2.227,7.795,-14.26
Electronic _ AUTOKIRA - TIME SHIFT [Funky Way Release] (128kbit_AAC).mp3,2.798,1.709,1.989,6.4959999999999996,-17.11
Electronic _ Beatwalker - Anthemic (Insan3lik3 Remix) (128kbit_AAC).mp3,2.673,3.148,3.641,9.462,-11.62
Electronic _ Cabinett - Always Changing (152kbit_Opus).mp3,1.218,1.568,1.567,4.353,-17.92
Electronic _ Cabinett - Sky Driver (Complex Ver.) (152kbit_Opus).mp3,4.014,4.044,4.011,12.068999999999999,-14.37
Electronic _ Cloudchord - Light U (152kbit_Opus).mp3,4.04,3.141,3.23,10.411,-13.22
Electronic _ CornBoy - Floor It (Funky Way Release) (128kbit_AAC).mp3,1.397,0.419,0.512,2.3280000000000003,-19.44
Electronic _ Daze ft Girl is Tough - New York 1984 (WAEK Remix) (128kbit_AAC).mp3,1.762,1.25,1.345,4.357,-14.95
Electronic _ Delaney Kai & Kyoto Black - Sounds (128kbit_AAC).mp3,3.317,2.182,2.264,7.763,-15.26
Electronic _ DGTO - Cap Sud (128kbit_AAC).mp3,5.244,2.92,2.831,10.995,-12.29
Electronic _ Dream Logic - Disco Funk Breakdown (152kbit_Opus).mp3,5.86,7.525,7.549,20.934,-10.72
Electronic _ Dualtrax & Artfx! - Coastline (152kbit_Opus).mp3,1.964,1.007,0.942,3.9130000000000003,-16.43
Electronic _ Duumu - Intentions (feat. GLNNA) (128kbit_AAC).mp3,2.842,2.02,1.884,6.746,-18.83
Electronic _ Elènne - Hope (152kbit_Opus).mp3,2.376,1.501,1.889,5.766,-14.83
Electronic _ Fear of Tigers - Golden Age (128kbit_AAC).mp3,3.308,3.168,3.169,9.645,-13.77
Electronic _ Fundacion Tony Manero - Lugares Comunes (Bearoid Remix) (152kbit_Opus).mp3,2.297,1.815,1.767,5.879,-17.02
Electronic _ Gabe Flaherty - Eggnog 2.0 - Christmas Special! _Free (152kbit_Opus).mp3,5.412,5.144,5.226,15.782,-12.51
Electronic _ Gabe Flaherty - The Wandering (Free) (128kbit_AAC).mp3,2.055,2.633,2.743,7.431000000000001,-13.82
Electronic _ Hoaxx Ft Dee Scott - Lovetrack (152kbit_Opus).mp3,2.673,1.564,1.902,6.139,-16.19
Electronic _ Idle Earth - Amour (152kbit_Opus).mp3,3.22,3.086,3.127,9.433,-14.31
Electronic _ Idle Earth - Darling, My Love Is Yours (152kbit_Opus).mp3,3.155,3.111,3.193,9.459,-12.65
Electronic _ Idle Earth - Gone (152kbit_Opus).mp3,4.307,3.453,3.733,11.493,-12.82
Electronic _ Idle Earth - World Of Light (152kbit_Opus).mp3,2.695,2.537,2.533,7.764999999999999,-13.24
Electronic _ Insan3Lik3 - Categorized (152kbit_Opus).mp3,3.746,3.232,3.293,10.271,-11.33
Electronic _ Insan3Lik3 and Throttle - Better Than Expected (152kbit_Opus).mp3,1.884,0.986,1.37,4.24,-16.05
Electronic _ Internet Empire - Imagine (Garnika Remix) [World Premiere] (152kbit_Opus).mp3,3.513,2.437,2.077,8.027,-15.86
Electronic _ Ipsmaxes - For Freedom (152kbit_Opus).mp3,1.883,0.67,0.306,2.859,-20.15
Electronic _ Jackie - In Flames (128kbit_AAC).mp3,2.734,1.947,2.08,6.761,-12.71
Electronic _ KeyBl - When The Time Is Gone (152kbit_Opus).mp3,1.29,0.876,0.766,2.932,-19.59
Electronic _ Keys N Krates - Do What U Do (152kbit_Opus).mp3,1.994,1.263,1.283,4.539999999999999,-16.43
Electronic _ Konac - Home (128kbit_AAC).mp3,4.9,4.645,4.528,14.073,-11.93
Electronic _ Lodent - Genesis (Owls) (128kbit_AAC).mp3,2.843,3.452,3.847,10.142,-15.32
Electronic _ Lope & Kantola - Another Day (128kbit_AAC).mp3,2.3,2.46,2.395,7.154999999999999,-15.79
Electronic _ Lope & Kantola - Down Tonight (feat. Pipo Fernandez & Myles Franklin) (152kbit_Opus).mp3,3.145,3.671,4.054,10.870000000000001,-14.78
Electronic _ Lope & Kantola - Greenlight (152kbit_Opus).mp3,2.281,2.991,3.07,8.342,-15.02
Electronic _ Luke Swanson - Water on Mars [Funky Way Release] (152kbit_Opus).mp3,2.825,2.139,1.976,6.94,-16.49
Electronic _ Midas Hutch Ready Or Not Ft. Bluey Robinson & UNO Stereo (152kbit_Opus).mp3,4.35,2.938,2.778,10.066,-14.48
Electronic _ Moonbootica - June (Extended Mix) (152kbit_Opus).mp3,2.956,2.352,2.383,7.691,-15.13
Electronic _ Mr. Nycto - Dior Droid [Funky Way Release] (152kbit_Opus).mp3,3.063,2.881,3.096,9.04,-13.84
Electronic _ Msystem & Dona Feat. Sohight and Cheevy - New Day (128kbit_AAC).mp3,3.305,3.972,3.839,11.116,-14.82
Electronic _ Msystem - Fight 97' (128kbit_AAC).mp3,5.291,3.612,3.682,12.585,-14.87
Electronic _ Noah Neiman feat. Linney - So Ready (Original Mix) (128kbit_AAC).mp3,6.086,6.866,6.803,19.755,-11.53
Electronic _ Particle Farm - Into The Future [Funky Way Release] (152kbit_Opus).mp3,2.656,3.486,3.746,9.888,-14.23
Electronic _ Perséphone - Retro Funky (SUNDANCE Remix) (152kbit_Opus).mp3,2.574,2.926,2.894,8.394,-14.08
Electronic _ Pierce - Space Kitten's Arcade [Funky Way Release] (152kbit_Opus).mp3,4.786,3.86,3.783,12.428999999999998,-13.74
Electronic _ Pop _ Francophilippe - Rollergirl (152kbit_Opus).mp3,2.582,1.552,1.565,5.699,-16.59
Electronic _ RetroVision - Happy Hour (128kbit_AAC).mp3,4.066,4.457,4.464,12.987,-10.99
Electronic _ Rise & Fool - Jail Cell (128kbit_AAC).mp3,1.471,2.327,2.442,6.24,-13.19
Electronic _ Rome in Silver - Yoko (152kbit_Opus).mp3,4.325,2.933,3.005,10.263,-15.81
Electronic _ Ryeland - Giga Elektron Volts [GEV] (152kbit_Opus).mp3,3.682,2.559,2.708,8.949,-14.13
Electronic _ Savant - Cassette (KAMEKAN Mix) (128kbit_AAC).mp3,6.121,5.878,5.805,17.804000000000002,-13.04
Electronic _ Savant - Melody Circus (152kbit_Opus).mp3,3.07,4.434,4.587,12.091,-13.75
Electronic _ Savant - Robin Hood (152kbit_Opus).mp3,1.478,1.214,1.087,3.779,-17.01
Electronic _ Savant - The Beginning Is Near (152kbit_Opus).mp3,4.33,4.45,4.61,13.39,-12.52
Electronic _ Savoy and Grabbitz - Contemplate (128kbit_AAC).mp3,2.547,1.811,1.969,6.327000000000001,-13.84
Electronic _ Sean Ross - How To Fly (Ft. Sean Hayes) (128kbit_AAC).mp3,3.003,3.164,3.181,9.347999999999999,-14.13
Electronic _ Shreddie Mercury - Mount Cleverest (152kbit_Opus).mp3,1.104,1.005,1.121,3.23,-18.25
Electronic _ Silva Hound - Serial Dreamer Ft. MandoPony (Omniponi Remix) (152kbit_Opus).mp3,1.214,1.392,1.256,3.862,-16.77
Electronic _ Silva Hound, Jack Slicer, Kanooli, Lokan, RVDEKID - Convergence (128kbit_AAC).mp3,2.821,3.294,3.33,9.445,-13.49
Electronic _ Simba Le Tambour - You Gotta Prove It (Gabe Flaherty Remix) (152kbit_Opus).mp3,1.886,0.921,1.106,3.9130000000000003,-14.37
Electronic _ Skeets - Let You Go (128kbit_AAC).mp3,2.3,2.02,2.445,6.765000000000001,-15.49
Electronic _ Sorena - Me (152kbit_Opus).mp3,5.244,2.155,2.119,9.517999999999999,-16.35
Electronic _ SPRTN - Better Together (152kbit_Opus).mp3,4.962,4.953,5.223,15.137999999999998,-11.09
Electronic _ Staygold - Snow Girl (128kbit_AAC).mp3,2.527,1.662,1.728,5.917,-17.06
Electronic _ Stephen Walking - The Difference Between Us And The Aliens (128kbit_AAC).mp3,4.344,4.54,4.67,13.554,-13.26
Electronic _ SugarBeats - Son Of An Outlaw feat. Calysta Cheyenne (152kbit_Opus).mp3,4.746,4.172,4.214,13.132,-12.73
Electronic _ Synergy Sound & rabidZen - Voyager (152kbit_Opus).mp3,1.911,2.897,3.161,7.968999999999999,-14.25
Electronic _ The Knocks & Fred Falke - Geronimo (Louis La Roche Remix) (152kbit_Opus).mp3,4.929,5.221,5.036,15.186,-12.15
Electronic _ The Russ Liquid Test - 1984 (152kbit_Opus).mp3,4.714,2.208,2.17,9.092,-16.91
Electronic _ Tut Tut Child - Chuckle (152kbit_Opus).mp3,3.885,3.642,3.931,11.457999999999998,-12.53
Electronic _ Ultrasyd - Hyperspace (152kbit_Opus).mp3,3.265,3.867,3.986,11.118,-12.72
Electronic _ VALENTINE & Halpe - Falling (feat. Chuck Sutton) (152kbit_Opus).mp3,5.378,4.253,4.306,13.937000000000001,-13.65
Electronic _ WAEK - Course Poursuite (152kbit_Opus).mp3,3.079,2.498,2.476,8.053,-13.32
Electronic _ WarriYO - Stealth (152kbit_Opus).mp3,3.191,3.921,4.099,11.211,-13.91
Electronic _ WarriYO - Time Shift (152kbit_Opus).mp3,0.806,0.763,0.728,2.2969999999999997,-15.02
Electronic _ Xan Boney - Greenfly (152kbit_Opus).mp3,1.648,2.296,2.144,6.088,-14.87
Electronic _ zircon - Across the Ocean (152kbit_Opus).mp3,3.618,4.387,4.554,12.559,-13.15
Electronica _ Matua & Bergau - Almonac (152kbit_Opus).mp3,2.692,2.014,2.069,6.7749999999999995,-15.0
ElectroPop _ Francophilippe - She's a Machine (152kbit_Opus).mp3,4.963,3.559,3.59,12.112,-11.38
ElectroPOP _ Majestique - Girls With Red Lipsticks (128kbit_AAC).mp3,2.92,2.665,2.669,8.254,-15.35
ElectroPop _ Sam Padrul ft. Chuck New - Party Tonight (152kbit_Opus).mp3,3.4,3.137,3.12,9.657,-14.21
ElectroSOUL _ Elenne - Get Off My Lawn (152kbit_Opus).mp3,2.96,2.245,2.41,7.615,-17.16
ElectroSOUL _ William Bolton - Some Love ❤️ (ft. Jackson Breit) prod. heyitsvidi (152kbit_Opus).mp3,4.867,3.196,3.253,11.316,-13.91
ElectroSWING _ 11 Acorn Lane - Ladies Night (128kbit_AAC).mp3,4.035,4.203,4.278,12.515999999999998,-12.73
ElectroSWING _ C@ in the H@ - Sax Party feat. Mr Switch (128kbit_AAC).mp3,3.224,3.93,4.001,11.155000000000001,-13.7
ElectroSWING _ Dimaa - Gypsy Road (152kbit_Opus).mp3,3.228,1.522,1.736,6.486,-15.75
ElectroSWING _ Intended Immigration - We've Got What You Want (Wolfgang Lohr Radio Edit) (128kbit_AAC).mp3,2.907,2.694,2.683,8.283999999999999,-12.95
ElectroSWING _ Odd Chap - A Trip Uptown [Funky Way Release] (128kbit_AAC).mp3,3.495,3.193,3.113,9.801,-15.77
ElectroSWING _ Phos Toni - Peter Lumberjack [Funky Way Release] (152kbit_Opus).mp3,3.982,2.769,2.85,9.601,-12.36
Embody - Make A Stand (feat. Barnaby) (128kbit_AAC).mp3,4.266,2.725,2.665,9.655999999999999,-13.99
Ferraz - XTC feat. Marti Ann _ World Premiere (152kbit_Opus).mp3,3.587,4.119,4.295,12.001,-11.53
Fidget _ WBBL - Losing Me (152kbit_Opus).mp3,4.356,2.91,2.967,10.233,-13.27
Filter - House _ Fossi Figo - Tiro a Campari (Scutheotaku Remix) (128kbit_AAC).mp3,3.214,1.872,1.813,6.899,-17.87
Flavours - Just Want Juice (128kbit_AAC).mp3,1.948,2.543,2.579,7.07,-14.69
Fonkynson - Right Thing (Official Music Video) (128kbit_AAC).mp3,4.414,3.863,3.627,11.904,-13.4
French - Electro _ Else - Inspired By (128kbit_AAC).mp3,7.665,9.205,9.12,25.990000000000002,-10.09
French - Electro _ J.A.C.K - Human (Extended Mix) [Exclusive] (152kbit_Opus).mp3,3.435,2.557,2.545,8.536999999999999,-12.75
French - Electro _ J.A.C.K - Living Ipod (128kbit_AAC).mp3,6.741,7.375,7.501,21.617,-9.82
French - Electro _ SvenskA - Space Machine (128kbit_AAC).mp3,3.064,2.43,2.497,7.991,-13.94
French - House _ Allen Walker - 5_30 At Muiz St. (152kbit_Opus).mp3,5.222,3.794,3.816,12.832,-13.36
French - House _ Bit Funk - It Aint Easy (JNL Remix) (128kbit_AAC).mp3,3.483,2.044,1.992,7.519,-15.09
French - House _ COMBOSTAR - Straight In The Eye (128kbit_AAC).mp3,2.671,3.043,2.749,8.463000000000001,-14.98
French - House _ Combostar Ft. Mani Hoffman - Free (Louis La Roche Remix) (128kbit_AAC).mp3,4.878,3.549,3.517,11.943999999999999,-13.34
French - House _ Le Nonsense - Set My World On Fire (152kbit_Opus).mp3,3.367,1.102,1.119,5.588,-17.27
French - House _ Luminaire - It Will Be Allright (152kbit_Opus).mp3,3.693,2.518,2.735,8.946,-12.65
French - House _ Luminaire - Magic (128kbit_AAC).mp3,5.566,2.831,3.21,11.607,-14.55
French - House _ Luminaire - No More (128kbit_AAC).mp3,4.473,3.422,3.577,11.472,-12.35
French - House _ Luminaire - No Use _Free (128kbit_AAC).mp3,1.985,2.286,2.511,6.782,-13.74
French - House _ Pop _ Sample Jack - Let it Burn (152kbit_Opus).mp3,2.106,2.056,2.107,6.269,-17.44
French - House _ Pop _ Sample Jack - Your Heart (152kbit_Opus).mp3,1.202,1.303,1.253,3.758,-17.65
French - House _ Sample Jack - Marla (128kbit_AAC).mp3,3.201,1.773,1.75,6.724,-16.79
French - House _ Tobtok - So Magical (128kbit_AAC).mp3,3.431,1.775,1.918,7.124,-16.3
French - Pop _ Electronic _ Eby Le Beatz - Serenade (152kbit_Opus).mp3,4.071,3.1,3.517,10.687999999999999,-12.72
French - Touch _ Tobtok - Pressure Revisited (128kbit_AAC).mp3,9.617,3.666,3.597,16.880000000000003,-11.71
